Season,Natural Key,Name,Nation,Positions,Squad_ID,Squad,Born
2017,e0991c04,Marcos Rojo,ar ARG,DF,19538871,eng Manchester Utd,1990
2017,0aa874f4,Alaixys Romao,tg TOG,"MF,DF",2fdb4aef,gr Olympiacos,1984
2017,1e26e376,Sergio Romero,ar ARG,GK,19538871,eng Manchester Utd,1987
2017,dea698d9,Cristiano Ronaldo,pt POR,FW,53a2f082,es Real Madrid,1985
2017,89d10e53,Danny Rose,eng ENG,DF,361ca564,eng Tottenham,1990
2017,18b896d6,Antonio Rüdiger,de GER,DF,cff3d9bb,eng Chelsea,1993
2017,80f36c88,Sebastian Rudy,de GER,MF,054efa67,de Bayern Munich,1990
2017,9d8ba8ec,Jesús Rueda,es ESP,DF,eab315a6,cy APOEL FC,1987
2017,14b8fcdf,Daniele Rugani,it ITA,DF,e0652b02,it Juventus,1994
2017,0b5a292a,Mário Rui,pt POR,"DF,FW",d48ad4ff,it Napoli,1991
2017,8fe2101a,Alan Ruiz,ar ARG,FW,13dc44fd,pt Sporting CP,1993
2017,d4222f7b,Jakub Rzeźniczak,pl POL,DF,44b65410,az Qarabağ,1986
2017,903b6e8b,José Sá,pt POR,GK,5e876ee6,pt Porto,1993
2017,a72c139d,Josué Sá,pt POR,DF,08ad393c,be Anderlecht,1992
2017,e280527c,Marcel Sabitzer,at AUT,"MF,FW",acbb6a5b,de RB Leipzig,1994
2017,d49f80d7,Rashad Sadygov,az AZE,DF,44b65410,az Qarabağ,1982
2017,f4081572,Nuri Şahin,tr TUR,MF,add600ae,de Dortmund,1988
2017,e342ad68,Mohamed Salah,eg EGY,FW,822bd0ba,eng Liverpool,1992
2017,bf075f6b,Roland Sallai,hu HUN,"MF,FW",eab315a6,cy APOEL FC,1997
2017,5f424f35,Eduardo Salvio,ar ARG,"MF,FW",a77c513e,pt Benfica,1990
2017,5af687a1,Andreas Samaris,gr GRE,MF,a77c513e,pt Benfica,1989
2017,44c3d1d2,Aleksandr Samedov,ru RUS,"MF,FW",8c635914,ru Spartak Moscow,1984
2017,e6c80256,Aaron Samuel Olanare,ng NGA,FW,f0c0c2c2,ru CSKA Moscow,1994
2017,2c0f8e9e,Alexis Sánchez,cl CHI,"FW,MF",19538871,eng Manchester Utd,1988
2017,da7b447d,Davinson Sánchez,co COL,DF,361ca564,eng Tottenham,1996
2017,0d82903c,Alex Sandro,br BRA,DF,e0652b02,it Juventus,1991
2017,2b114be3,Leroy Sané,de GER,"FW,MF",b8fd03ef,eng Manchester City,1996
2017,9744ff80,Pablo Sarabia,es ESP,FW,ad2be733,es Sevilla,1992
2017,f6ac68c1,Stefan Savić,me MNE,DF,db3b9613,es Atlético Madrid,1991
2017,5d4f7d61,Patrik Schick,cz CZE,"FW,MF",cf74a709,it Roma,1996
2017,89565ac5,Marcel Schmelzer,de GER,DF,add600ae,de Dortmund,1988
2017,ecbb3fdf,André Schürrle,de GER,DF,add600ae,de Dortmund,1990
2017,64bac8b2,Sebá,br BRA,"FW,MF",2fdb4aef,gr Olympiacos,1992
2017,a45eac1f,Haris Seferović,ch SUI,FW,a77c513e,pt Benfica,1992
2017,56bf1cc0,Ibrahim Šehić,ba BIH,GK,44b65410,az Qarabağ,1988
2017,972d595a,Aleksandr Selikhov,ru RUS,GK,8c635914,ru Spartak Moscow,1994
2017,834b5c4c,Matz Sels,be BEL,GK,08ad393c,be Anderlecht,1992
2017,d04b94db,Nélson Semedo,pt POR,DF,206d90db,es Barcelona,1993
2017,d3aaad90,Stephan El Shaarawy,it ITA,FW,cf74a709,it Roma,1992
2017,9c94165b,Luke Shaw,eng ENG,DF,19538871,eng Manchester Utd,1995
2017,ab6928f2,Georgi Shchennikov,ru RUS,"FW,DF",f0c0c2c2,ru CSKA Moscow,1991
2017,14a04bea,Ramil Sheydayev,az AZE,FW,44b65410,az Qarabağ,1996
2017,4c5b714f,Djibril Sidibé,fr FRA,"DF,FW",fd6114db,fr Monaco,1992
2017,3eb22ec9,Bernardo Silva,pt POR,"FW,MF",b8fd03ef,eng Manchester City,1994
2017,e2716bd0,David Silva,es ESP,MF,b8fd03ef,eng Manchester City,1986
2017,f2308b33,Jonathan Silva,ar ARG,DF,13dc44fd,pt Sporting CP,1994
2017,70cf63ca,Rafa Silva,pt POR,DF,a77c513e,pt Benfica,1993
2017,86e7deaf,Thiago Silva,br BRA,DF,e2d8892c,fr Paris S-G,1984
2017,c90b2e8f,Jozo Šimunović,hr CRO,DF,b81aa4fa,sct Celtic,1994
2017,273c483b,Scott Sinclair,eng ENG,"FW,MF",b81aa4fa,sct Celtic,1989
2017,2acd49b9,Moussa Sissoko,fr FRA,MF,361ca564,eng Tottenham,1989
2017,b6964eb6,Chris Smalling,eng ENG,DF,19538871,eng Manchester Utd,1989
2017,4d982baf,Tiquinho Soares,br BRA,FW,5e876ee6,pt Porto,1991
2017,e77dc3b2,Dominic Solanke,eng ENG,"FW,MF",822bd0ba,eng Liverpool,1997
2017,8f8c6934,David Soria,es ESP,GK,ad2be733,es Sevilla,1993
2017,02ce2030,Uroš Spajić,rs SRB,DF,08ad393c,be Anderlecht,1993
2017,edd6c8e9,Darijo Srna,hr CRO,DF,e89d5a28,ua Shakhtar,1982
2017,90339309,Jerry St. Juste,nl NED,DF,fb4ca611,nl Feyenoord,1996
2017,e07c2923,Nicolae Stanciu,ro ROU,"MF,FW",08ad393c,be Anderlecht,1993
2017,dd669209,Renato Steffen,ch SUI,FW,d3d9424a,ch Basel,1991
2017,ee3519f5,Taras Stepanenko,ua UKR,MF,e89d5a28,ua Shakhtar,1989
2017,230255f5,Kazaiah Sterling,eng ENG,MF,361ca564,eng Tottenham,1998
2017,b400bde0,Raheem Sterling,eng ENG,"FW,MF",b8fd03ef,eng Manchester City,1994
2017,6b85f966,Valentin Stocker,ch SUI,MF,d3d9424a,ch Basel,1989
2017,5eecec3d,John Stones,eng ENG,DF,b8fd03ef,eng Manchester City,1994
2017,ef2e5e1a,Kevin Strootman,nl NED,MF,cf74a709,it Roma,1990
2017,2334478a,Stefano Sturaro,it ITA,DF,e0652b02,it Juventus,1993
2017,1b7ec703,Daniel Sturridge,eng ENG,FW,822bd0ba,eng Liverpool,1989
2017,12c50af5,Denis Suárez,es ESP,MF,206d90db,es Barcelona,1994
2017,a6154613,Luis Suárez,uy URU,FW,206d90db,es Barcelona,1987
2017,f6db3bd5,Danijel Subašić,hr CRO,GK,fd6114db,fr Monaco,1984
2017,821233cc,Neven Subotić,rs SRB,DF,add600ae,de Dortmund,1988
2017,c5224618,Marek Suchý,cz CZE,DF,d3d9424a,ch Basel,1988
2017,e33c06cf,Niklas Süle,de GER,DF,054efa67,de Bayern Munich,1995
2017,b20ce5eb,Marko Šuler,si SVN,DF,2aae7689,si NK Maribor,1983
2017,bcf5058a,Mile Svilar,rs SRB,GK,a77c513e,pt Benfica,1999
2017,01b8a2b2,Wojciech Szczęsny,pl POL,GK,e0652b02,it Juventus,1990
2017,e26bd2f4,Panagiotis Tachtsidis,gr GRE,MF,2fdb4aef,gr Olympiacos,1991
2017,7272a72a,Taison,br BRA,"MF,FW",e89d5a28,ua Shakhtar,1988
2017,5c4f4e43,Talisca,br BRA,MF,0f9294bd,tr Beşiktaş,1994
2017,34269bdf,Renato Tapia,pe PER,DF,fb4ca611,nl Feyenoord,1995
2017,7f5ca4f8,Serdar Tasci,de GER,DF,8c635914,ru Spartak Moscow,1987
2017,9d73993b,Marcos Tavares,br BRA,FW,2aae7689,si NK Maribor,1984
2017,e73c9bb2,Alex Telles,br BRA,DF,5e876ee6,pt Porto,1992
2017,7e81a17d,Łukasz Teodorczyk,pl POL,FW,08ad393c,be Anderlecht,1991
2017,6f51e382,Marc-André ter Stegen,de GER,GK,206d90db,es Barcelona,1992
2017,56f7a928,Youri Tielemans,be BEL,MF,fd6114db,fr Monaco,1997
2017,fce2302c,Kieran Tierney,sct SCO,DF,b81aa4fa,sct Celtic,1997
2017,652d4c37,Corentin Tolisso,fr FRA,MF,054efa67,de Bayern Munich,1994
2017,a96e5dc0,Jeremy Toljan,de GER,DF,add600ae,de Dortmund,1994
2017,ade993b9,Jens Toornstra,nl NED,"MF,FW",fb4ca611,nl Feyenoord,1989
2017,c5fd13e9,Ömer Toprak,tr TUR,DF,add600ae,de Dortmund,1989
2017,bdf7b97d,Fernando Torres,es ESP,FW,db3b9613,es Atlético Madrid,1984
2017,58a9a4d9,Óliver Torres,es ESP,MF,5e876ee6,pt Porto,1994
2017,523057ea,Duško Tošić,rs SRB,DF,0f9294bd,tr Beşiktaş,1985
2017,9a104dee,Cenk Tosun,tr TUR,FW,0f9294bd,tr Beşiktaş,1991
2017,c8c60119,Almamy Touré,ml MLI,DF,fd6114db,fr Monaco,1996
2017,c204f844,Yaya Touré,ci CIV,MF,b8fd03ef,eng Manchester City,1983
2017,ad1d334f,Adrien Trebel,fr FRA,"MF,DF",08ad393c,be Anderlecht,1991
2017,21512407,Kieran Trippier,eng ENG,DF,361ca564,eng Tottenham,1990
2017,2baec6ce,Axel Tuanzebe,cd COD,DF,19538871,eng Manchester Utd,1997
2017,7d3e7da6,Sven Ulreich,de GER,GK,054efa67,de Bayern Munich,1988
2017,3eed9821,Samuel Umtiti,fr FRA,DF,206d90db,es Barcelona,1993
2017,1880614f,Cengiz Ünder,tr TUR,"FW,MF",cf74a709,it Roma,1997
2017,d248cd8f,Dayot Upamecano,fr FRA,DF,acbb6a5b,de RB Leipzig,1998
2017,2f7af524,Necip Uysal,tr TUR,DF,0f9294bd,tr Beşiktaş,1991
2017,7b456af7,Tomáš Vaclík,cz CZE,GK,d3d9424a,ch Basel,1989
2017,08aa17d0,Antonio Valencia,ec ECU,DF,19538871,eng Manchester Utd,1985
2017,c2111b45,Jesús Vallejo,es ESP,DF,53a2f082,es Real Madrid,1997
2017,e06683ca,Virgil van Dijk,nl NED,DF,822bd0ba,eng Liverpool,1991
2017,9f8e9423,Raphaël Varane,fr FRA,DF,53a2f082,es Real Madrid,1993
2017,2bea06e0,Bruno Varela,cv CPV,GK,a77c513e,pt Benfica,1994
2017,f69d4d79,Viktor Vasin,ru RUS,DF,f0c0c2c2,ru CSKA Moscow,1988
2017,467bae22,Franco Vázquez,ar ARG,MF,ad2be733,es Sevilla,1989
2017,fd51b456,Lucas Vázquez,es ESP,"MF,DF",53a2f082,es Real Madrid,1991
2017,80b81359,Dylan Vente,nl NED,FW,fb4ca611,nl Feyenoord,1999
2017,d0d79694,Thomas Vermaelen,be BEL,DF,206d90db,es Barcelona,1985
2017,22a94b80,Kenneth Vermeer,nl NED,GK,fb4ca611,nl Feyenoord,1986
2017,1467af0d,Marco Verratti,it ITA,MF,e2d8892c,fr Paris S-G,1992
2017,ba23a904,Jan Vertonghen,be BEL,DF,361ca564,eng Tottenham,1987
2017,3f359b33,Domagoj Vida,hr CRO,DF,0f9294bd,tr Beşiktaş,1989
2017,04965583,Aleix Vidal,es ESP,"FW,MF",206d90db,es Barcelona,1989
2017,67cdbc0e,Arturo Vidal,cl CHI,MF,054efa67,de Bayern Munich,1987
2017,2513a588,Luciano Vietto,ar ARG,FW,db3b9613,es Atlético Madrid,1993
2017,df324174,Mitja Viler,si SVN,DF,2aae7689,si NK Maribor,1986
2017,c7069d87,Tonny Vilhena,nl NED,MF,fb4ca611,nl Feyenoord,1995
2017,a02543c3,Vinicius,br BRA,MF,eab315a6,cy APOEL FC,1986
2017,a9e68c94,Vitinho,br BRA,FW,f0c0c2c2,ru CSKA Moscow,1993
2017,1bebde9d,Michel Vorm,nl NED,GK,361ca564,eng Tottenham,1983
2017,244a1281,Praxitelis Vouros,gr GRE,DF,eab315a6,cy APOEL FC,1995
2017,af00baef,Blaž Vrhovec,si SVN,MF,2aae7689,si NK Maribor,1992
2017,46a8347f,Šime Vrsaljko,hr CRO,DF,db3b9613,es Atlético Madrid,1992
2017,1932f8f4,Dare Vršič,si SVN,MF,2aae7689,si NK Maribor,1984
2017,61b0b44d,Sandro Wagner,de GER,FW,054efa67,de Bayern Munich,1987
2017,86dd77d1,Kyle Walker,eng ENG,DF,b8fd03ef,eng Manchester City,1990
2017,984a5a64,Kyle Walker-Peters,eng ENG,DF,361ca564,eng Tottenham,1997
2017,e0900238,Victor Wanyama,ke KEN,MF,361ca564,eng Tottenham,1991
2017,110338ae,Boy Waterman,nl NED,GK,eab315a6,cy APOEL FC,1984
2017,346d51d9,Julian Weigl,de GER,MF,add600ae,de Dortmund,1995
2017,d7398ac3,Pontus Wernbloom,se SWE,"MF,FW",f0c0c2c2,ru CSKA Moscow,1986
2017,49fe9070,Timo Werner,de GER,FW,acbb6a5b,de RB Leipzig,1996
2017,eb58eef0,Georginio Wijnaldum,nl NED,MF,822bd0ba,eng Liverpool,1990
2017,8b9ebd03,Willian,br BRA,"MF,FW",cff3d9bb,eng Chelsea,1988
2017,2f7acede,Harry Winks,eng ENG,MF,361ca564,eng Tottenham,1996
2017,dbe16ade,Ricky van Wolfswinkel,nl NED,FW,d3d9424a,ch Basel,1989
2017,ead14875,Taulant Xhaka,al ALB,"MF,DF",d3d9424a,ch Basel,1991
2017,849c826a,Andriy Yarmolenko,ua UKR,"FW,MF",add600ae,de Dortmund,1989
2017,d0a01d27,Andrey Yeshchenko,ru RUS,DF,8c635914,ru Spartak Moscow,1984
2017,be927d03,Ashley Young,eng ENG,DF,19538871,eng Manchester Utd,1985
2017,c75e82dc,Elvin Yunuszade,az AZE,"DF,FW",44b65410,az Qarabağ,1992
2017,a4effc55,Dan-Axel Zagadou,fr FRA,DF,add600ae,de Dortmund,1999
2017,5e082d51,Ghayas Zahid,no NOR,"FW,MF",eab315a6,cy APOEL FC,1994
2017,7fe90ccd,Davide Zappacosta,it ITA,"DF,MF",cff3d9bb,eng Chelsea,1992
2017,bbddc31f,Saša Zdjelar,rs SRB,MF,2fdb4aef,gr Olympiacos,1995
2017,08a2c314,Tolga Zengin,tr TUR,GK,0f9294bd,tr Beşiktaş,1983
2017,732b0cf9,Timur Zhamaletdinov,ru RUS,FW,f0c0c2c2,ru CSKA Moscow,1997
2017,a5296e55,Piotr Zieliński,pl POL,"MF,FW",d48ad4ff,it Napoli,1994
2017,51cf8561,Oleksandr Zinchenko,ua UKR,DF,b8fd03ef,eng Manchester City,1996
2017,321f83a2,Andrija Živković,rs SRB,"MF,FW",a77c513e,pt Benfica,1996
2017,0a215326,Roman Zobnin,ru RUS,"DF,FW",8c635914,ru Spartak Moscow,1994
2017,adfbe1f5,Oleksandr Zubkov,ua UKR,FW,e89d5a28,ua Shakhtar,1996
2017,9c824717,Luca Zuffi,ch SUI,MF,d3d9424a,ch Basel,1990
2017,d49b243a,Uroš Đurđević,me MNE,"FW,MF",2fdb4aef,gr Olympiacos,1994
2017,Bruno-Costa,Bruno Costa,,,5e876ee6,pt Porto,
